datazone,retailer_count,total_population,simd_decile,simd_rank,simd_quintile,income_rank,health_rank,employment_rank,education_rank,access_rank,crime_rank,housing_rank,alcohol_admissions,drug_admissions,smoking_rate,urban_rural,retailers_adj,income_quintile,access_quintile,urban_rural_2cat
S01010293,14,969,6,4130,3,2855,3780,4702,4759,5918,4865,56,63,0,0,Large Urban,14.447884416924664,Third,Least deprived,Urban
S01010294,10,731,9,5769,5,4811,6148,6499.5,4567,6143,3519,127,15,0,6.25,Large Urban,13.679890560875512,Fourth,Least deprived,Urban
S01010295,19,1077,8,5128,4,4170,5934,5569,3827,6731,2497,255,15,70,5.26,Large Urban,17.641597028783657,Third,Least deprived,Urban
S01010296,17,703,3,1749,2,1295.5,2222,2315,1565,6645,859,107,84,121,3.85,Large Urban,24.18207681365576,Most deprived,Least deprived,Urban
S01010297,46,1096,2,924,1,952,873,577,4557,5044,275,185,176,233,8.33,Large Urban,41.97080291970803,Most deprived,Fourth,Urban
S01010298,30,853,2,1322,1,917,752,1437,2720,6913,2286,322,369,129,15.79,Large Urban,35.16998827667057,Most deprived,Least deprived,Urban
S01010299,8,573,2,1014,1,680,813,805,2730,6801,3253,256,254,135,13.33,Large Urban,13.961605584642234,Most deprived,Least deprived,Urban
S01010300,20,1025,3,1457,2,1483,721,2066,1251,6866,1437,247,242,77,5.56,Large Urban,19.51219512195122,Second,Least deprived,Urban
S01010301,15,627,7,4818,4,4017.5,5469,4682,4263,6201,2192,532,81,0,0,Large Urban,23.923444976076556,Third,Least deprived,Urban
S01010302,8,822,2,1285,1,965,1730,1105.5,1781,6081,2521,74,230,174,5.13,Large Urban,9.732360097323602,Most deprived,Least deprived,Urban
S01010303,6,632,2,1354,1,975,2496,1243,1698,6501,1253,78,193,317,11.11,Large Urban,9.49367088607595,Most deprived,Least deprived,Urban
S01010304,18,764,1,244,1,392,77,419,153,5782,952,264,596,519,4.55,Large Urban,23.56020942408377,Most deprived,Least deprived,Urban
S01010305,26,822,2,1025,1,635,640,1247,2788,6142,831,538,149,58,16.67,Large Urban,31.630170316301705,Most deprived,Least deprived,Urban
S01010306,22,809,6,4044,3,3611,3999,3794,5027,6704,1304,202,64,0,6.67,Large Urban,27.194066749072928,Third,Least deprived,Urban
S01010307,19,857,9,5939,5,4949,6465,5911,6481,5765,1901,632,60,0,2.27,Large Urban,22.170361726954493,Fourth,Least deprived,Urban
S01010308,19,1006,7,4763,4,3969,4568,4486,4295,6431,2758,1098,54,66,5.56,Large Urban,18.886679920477135,Third,Least deprived,Urban
S01010309,9,318,2,1006,1,1175,1248,1333,305,4749,2385,157,305,397,50,Large Urban,28.30188679245283,Most deprived,Fourth,Urban
S01010310,14,713,1,472,1,464,425,428,818,6010,1100,151,288,225,19.35,Large Urban,19.635343618513325,Most deprived,Least deprived,Urban
S01010311,25,812,1,167,1,183,150,349,117,6379,154,369,289,230,18.42,Large Urban,30.788177339901477,Most deprived,Least deprived,Urban
S01010312,19,814,1,33,1,13,8,20,788,4028,706,294,364,537,38.46,Large Urban,23.34152334152334,Most deprived,Third,Urban
S01010313,7,566,1,118,1,63,79,116,695,5569,1656,354,644,301,29.41,Large Urban,12.367491166077738,Most deprived,Fourth,Urban
S01010314,37,1682,2,803,1,860,610,1117,569,4799,1020,430,322,194,16.67,Large Urban,21.997621878715815,Most deprived,Fourth,Urban
S01010315,18,879,3,1805,2,1098,2176,2425,1480,4925,3491,607,35,61,12.5,Large Urban,20.477815699658706,Most deprived,Fourth,Urban
S01010316,20,680,1,182,1,136,203,212,447,3805,708,609,193,163,29.03,Large Urban,29.41176470588235,Most deprived,Third,Urban
S01010317,24,962,5,3133,3,2837,2373,3598,3386,6198,999,1283,178,185,0,Large Urban,24.94802494802495,Third,Least deprived,Urban
S01010318,25,1500,4,2174,2,2254,2317,3218,1093,3290,2283,131,141,88,17.65,Large Urban,16.666666666666668,Second,Third,Urban
S01010319,18,815,4,2501,2,2805,3161,3065,1344,4806,772,1094,143,91,0,Large Urban,22.085889570552148,Third,Fourth,Urban
S01010320,16,759,2,1177,1,1370,1699,1248,653,6252,525,199,239,40,13.64,Large Urban,21.080368906455863,Most deprived,Least deprived,Urban
S01010321,27,879,2,1356,1,1298,659,1908,3144,5818,120,154,268,123,0,Large Urban,30.716723549488055,Most deprived,Least deprived,Urban
S01010322,27,1082,9,5869,5,5561,5382,5502.5,6567,4954,2515,665,104,21,0,Large Urban,24.953789279112755,Fourth,Fourth,Urban
S01010323,22,644,1,12,1,1,1,6,328,6573,291,241,832,1308,16,Large Urban,34.161490683229815,Most deprived,Least deprived,Urban
S01010324,18,858,1,448,1,460,198,627,773,4037,825,600,327,94,20,Large Urban,20.97902097902098,Most deprived,Third,Urban
S01010325,22,923,1,428,1,395,251,497,580,4140,3151,1280,125,168,29.41,Large Urban,23.8353196099675,Most deprived,Third,Urban
S01010326,23,1009,1,14,1,21,33,54,47,5723,134,395,478,697,21.43,Large Urban,22.794846382556987,Most deprived,Least deprived,Urban
S01010327,18,906,2,790,1,1030,165,1140,1273,2262,1512,1130,266,132,28.57,Large Urban,19.867549668874172,Most deprived,Second,Urban
S01010328,34,1090,3,1867,2,1951,1167,2499,1882,3827,738,1026,190,145,4.35,Large Urban,31.19266055045872,Second,Third,Urban
S01010329,13,592,3,1717,2,1799,2097,1718,1187,2690,3351,1403,85,107,9.09,Large Urban,21.95945945945946,Second,Second,Urban
S01010330,12,671,1,70,1,114,82,138,39,3956,1027,564,125,393,25.71,Large Urban,17.883755588673623,Most deprived,Third,Urban
S01010331,17,880,1,183,1,215,181,129,298,4674,1441,1216,247,258,27.27,Large Urban,19.318181818181817,Most deprived,Fourth,Urban
S01010332,15,694,1,68,1,81,63,233,152,1642,199,1042,114,463,10.53,Large Urban,21.613832853025936,Most deprived,Second,Urban
S01010333,26,1023,1,323,1,309,195,340,1446,2206,648,935,197,260,12.5,Large Urban,25.41544477028348,Most deprived,Second,Urban
S01010334,28,1082,3,1450,2,1281,1341,1646,1782,2513,2436,1623,138,241,11.76,Large Urban,25.87800369685767,Most deprived,Second,Urban
S01010335,19,799,1,430,1,526,153,612,816,1659,1905,995,223,170,5.26,Large Urban,23.779724655819777,Most deprived,Second,Urban
S01010336,13,606,1,48,1,119,68,50,66,5034,892,630,536,535,22.86,Large Urban,21.45214521452145,Most deprived,Fourth,Urban
S01010337,27,550,1,272,1,269,130,351,431,4904,1989,1046,202,176,15.79,Large Urban,49.090909090909086,Most deprived,Fourth,Urban
S01010338,10,547,1,122,1,225,81,214,16,4981,1187,467,157,193,21.05,Large Urban,18.281535648994517,Most deprived,Fourth,Urban
S01010339,10,537,2,1314,1,1105,1053,1127,1606,5653,4202,1245,109,255,0,Large Urban,18.6219739292365,Most deprived,Least deprived,Urban
S01010340,16,768,2,728,1,473,988,819,1973,1383,2472,556,89,102,15.79,Large Urban,20.833333333333332,Most deprived,Most deprived,Urban
S01010341,14,601,5,2903,3,2486,2504,2701,3815,4002,3900,1457,59,27,12.5,Large Urban,23.29450915141431,Second,Third,Urban
S01010342,11,636,6,4152,3,4287,3762,4040,4150,2853,4923,263,32,21,0,Large Urban,17.29559748427673,Fourth,Third,Urban
S01010343,17,848,7,4658,4,5339,3859,4559,4176,2079,4781,830,86,49,8,Large Urban,20.047169811320753,Fourth,Second,Urban
S01010344,12,690,1,37,1,58,116,46,123,2029,1628,739,294,263,16.67,Large Urban,17.391304347826086,Most deprived,Second,Urban
S01010345,14,894,8,5150,4,5185,5832,5494,5749,796,4057,5746,66,0,4,Large Urban,15.659955257270694,Fourth,Most deprived,Urban
S01010346,30,922,6,4069,3,3704,3252,3833,3964,4379,3300,3267,92,34,0,Large Urban,32.53796095444685,Third,Fourth,Urban
S01010347,20,909,1,486,1,550,421,593,704,1340,2058,637,336,127,28.57,Large Urban,22.002200220022004,Most deprived,Most deprived,Urban
S01010348,17,998,3,1862,2,1960,1047,1762,2077,3629,4542,1647.5,196,154,31.82,Large Urban,17.034068136272545,Second,Third,Urban
S01010349,24,834,2,1324,1,1094,986,1503,1745,4768,2015,512,115,37,13.79,Large Urban,28.77697841726619,Most deprived,Fourth,Urban
S01010350,16,931,1,506,1,350,508,637,1175,1692,2627,592,283,209,20.59,Large Urban,17.185821697099893,Most deprived,Second,Urban
S01010351,14,946,3,1810,2,1548,2656,2155,1682,1727,2556,944,70,59,16.67,Large Urban,14.799154334038054,Second,Second,Urban
S01010352,16,495,1,421,1,391,657,400,582,3109,2019,389,124,230,16.67,Large Urban,32.323232323232325,Most deprived,Third,Urban
S01010353,15,1060,1,77,1,102,162,58,323,3947,388,473,497,322,15.38,Large Urban,14.150943396226417,Most deprived,Third,Urban
S01010354,17,786,2,781,1,652,381,919.5,1560,4095,2068,440,506,407,16.67,Large Urban,21.62849872773537,Most deprived,Third,Urban
S01010355,16,861,1,461,1,552,222,509,1003,3093,910,371,266,494,29.63,Large Urban,18.583042973286876,Most deprived,Third,Urban
S01010356,25,816,3,1659,2,1405,2497,1676,2815,2181,865,839,84,152,6.9,Large Urban,30.637254901960784,Second,Second,Urban
S01010357,14,564,1,204,1,273,149,63,1327,3496,1449,596,585,548,42.11,Large Urban,24.822695035460995,Most deprived,Third,Urban
S01010358,21,865,1,128,1,157,218,76,636,5089,236,34,292,211,19.23,Large Urban,24.277456647398843,Most deprived,Fourth,Urban
S01010359,16,813,1,135,1,84,404,152,311,6109,218,168,175,225,13.04,Large Urban,19.68019680196802,Most deprived,Least deprived,Urban
S01010360,23,909,1,501,1,332,486,756,724,6088,646,254,258,304,9.76,Large Urban,25.302530253025303,Most deprived,Least deprived,Urban
S01010361,12,760,1,103,1,185,297,32,506,3836,216,88,336,503,18.18,Large Urban,15.789473684210527,Most deprived,Third,Urban
S01010362,17,831,1,21,1,27,87,2,338,5122,71,92,433,448,35,Large Urban,20.45728038507822,Most deprived,Fourth,Urban
S01010363,17,766,7,4289,4,3614,4307,3550,5854,3253,4534,1646,71,65,5,Large Urban,22.193211488250657,Third,Third,Urban
S01010364,18,924,9,6163,5,5727.5,5787,5842,6763,2647,4147.5,4747,31,0,0,Large Urban,19.48051948051948,Least deprived,Second,Urban
S01010365,23,1011,10,6466,5,5837,5631,6388,6806,3698,4031,3784,35,0,0,Large Urban,22.74975272007913,Least deprived,Third,Urban
S01010366,33,1065,9,6173,5,5679,5102,5571,5841,4770,6224,1918,56,57,3.57,Large Urban,30.985915492957748,Least deprived,Fourth,Urban
S01010367,27,1596,10,6829,5,6375,6677,6716,6345,3970,4392,5519,8,9,0,Large Urban,16.917293233082706,Least deprived,Third,Urban
S01010368,25,810,10,6377,5,5430,5479,6402,6851,4505,2927,5016,29,19,5.56,Large Urban,30.864197530864196,Fourth,Fourth,Urban
S01010369,15,770,5,3284,3,2885,3159,2795,4944,4755,2234,950,115,41,0,Large Urban,19.48051948051948,Third,Fourth,Urban
S01010370,17,705,10,6601,5,6042,6629,6375,6713,4347,2840,2807,37,32,0,Large Urban,24.113475177304963,Least deprived,Fourth,Urban
S01010371,25,1217,9,5816,5,5262,6407,5836,5907,5260,1619,555,46,31,0,Large Urban,20.542317173377157,Fourth,Fourth,Urban
S01010372,12,557,10,6641,5,6127,6704,6707,6868,4300,2020,3142,14,0,0,Large Urban,21.54398563734291,Least deprived,Fourth,Urban
S01010373,15,870,9,5758,5,5079,5202,5139,6359,5560,3128,1532,19,26,10,Large Urban,17.241379310344826,Fourth,Fourth,Urban
S01010374,25,979,10,6956,5,6872,6889,6763,6849,6582,5928,743.5,16,0,0,Large Urban,25.53626149131767,Least deprived,Least deprived,Urban
S01010375,27,571,8,5295,4,5362.5,6513,5819,6287,5294,314,59,19,45,0,Large Urban,47.285464098073554,Fourth,Fourth,Urban
S01010376,17,776,9,5934,5,4990,5878,5679,6239,6906,3113,282,108,28,0,Large Urban,21.90721649484536,Fourth,Least deprived,Urban
S01010377,26,1030,8,5541,4,4711.5,6619,5884,4763,6746,2212,66,31,12,0,Large Urban,25.24271844660194,Fourth,Least deprived,Urban
S01010378,10,786,9,5650,5,5253,5284,5215,6353,6062,2834,206,80,225,0,Large Urban,12.72264631043257,Fourth,Least deprived,Urban
S01010379,46,1227,6,4011,3,3884,3940,4160,3922,6278,752,537,244,346,9.52,Large Urban,37.489812550937245,Third,Least deprived,Urban
S01010380,19,967,8,5524,4,4689,4501,5018,5512,6566,4459,1356,85,39,0,Large Urban,19.64839710444674,Fourth,Least deprived,Urban
S01010381,14,721,8,5036,4,5127,4735,5478,4909,4961,1637,15,91,75,0,Large Urban,19.41747572815534,Fourth,Fourth,Urban
S01010382,15,858,6,3861,3,3310,3430,3741,3853,6803,2647,499,149,177,0,Large Urban,17.482517482517483,Third,Least deprived,Urban
S01010383,18,705,2,1010,1,1048,740,791,2162,6223,1431,46,376,143,0,Large Urban,25.53191489361702,Most deprived,Least deprived,Urban
S01010384,20,1538,9,6171,5,5737,6142,6508,6330,4431,1798,821,85,17,7.41,Large Urban,13.003901170351105,Least deprived,Fourth,Urban
S01010385,15,872,5,3442,3,3256,3276,3492,2286,6927,4395,238,135,75,0,Large Urban,17.201834862385322,Third,Least deprived,Urban
S01010386,32,1020,2,1161,1,987,696,1350,1849,6890,1042,172,303,121,4.17,Large Urban,31.37254901960784,Most deprived,Least deprived,Urban
S01010387,25,1512,6,3763,3,3465,3134,4278,3185,5336,1855,799.5,140,95,5,Large Urban,16.534391534391535,Third,Fourth,Urban
S01010388,29,963,2,1100,1,1003,703,1044,1872,6877,1136,631,167,139,5.26,Large Urban,30.11422637590862,Most deprived,Least deprived,Urban
S01010389,16,1404,10,6281,5,6302,6707,6573,4650,5068,4856.5,49,21,7,2.78,Large Urban,11.396011396011396,Least deprived,Fourth,Urban
S01010390,18,1078,5,3128,3,2787,3126,2728,4027,6888,2730,103,179,123,0,Large Urban,16.697588126159555,Second,Least deprived,Urban
S01010391,24,823,4,2289,2,2212,2704,1923,2297,6777,2091,518,28,72,0,Large Urban,29.16160388821385,Second,Least deprived,Urban
S01010392,10,1015,10,6655,5,6083.5,6968,6824,6039,3949,4584,1028.5,4,0,2,Large Urban,9.852216748768472,Least deprived,Third,Urban
S01010393,21,988,7,4537,4,3986,3603,4883,3984,6799,2695,240,110,42,5.56,Large Urban,21.25506072874494,Third,Least deprived,Urban
S01010394,20,936,1,301,1,262,274,113,2356,5290,1718,359,213,289,21.95,Large Urban,21.36752136752137,Most deprived,Fourth,Urban
S01010395,19,1011,4,2670,2,2003,2509,2916,3119,6776,3139,230,156,131,0,Large Urban,18.793273986152325,Second,Least deprived,Urban
S01010396,23,1023,5,3268,3,2566,2225,3305,4444,6963,3455,477,203,68,6.67,Large Urban,22.482893450635387,Second,Least deprived,Urban
S01010397,11,553,8,5496,4,4174,4594,5339,5934,6930,4612,825,104,0,0,Large Urban,19.891500904159138,Third,Least deprived,Urban
S01010398,21,1074,10,6359,5,5594.5,5239,6007,6815,6667,2714,2050,25,0,0,Large Urban,19.553072625698324,Least deprived,Least deprived,Urban
S01010399,24,1210,10,6947,5,6746,6896,6733,6712,5592,4669,2858,10,0,0,Large Urban,19.834710743801654,Least deprived,Least deprived,Urban
S01010400,35,1172,10,6781,5,6230,6393,6484,6651,6654,2654,2069,65,0,0,Large Urban,29.86348122866894,Least deprived,Least deprived,Urban
S01010401,20,742,8,5006,4,3677,4536,4619,5839,6946,3776,909,48,0,0,Large Urban,26.954177897574127,Third,Least deprived,Urban
S01010402,25,974,10,6927,5,6073,6761,6678,6743,6951,4104,3541.5,26,0,3.23,Large Urban,25.66735112936345,Least deprived,Least deprived,Urban
S01010403,26,1016,10,6747,5,6028,5897,6234,6861,6151,3586,3608,27,13,0,Large Urban,25.590551181102363,Least deprived,Least deprived,Urban
S01010404,31,945,10,6549,5,5348.5,6479,6416,6048,6630,4023,1460,56,16,0,Large Urban,32.804232804232804,Fourth,Least deprived,Urban
S01010405,20,792,10,6297,5,5629,6523,5320,6920,4939,3747,2170,38,47,4.35,Large Urban,25.252525252525253,Least deprived,Fourth,Urban
S01010406,20,859,9,6192,5,5783,6049,5890,6116,5614,3788,222,37,27,0,Large Urban,23.282887077997675,Least deprived,Least deprived,Urban
S01010407,28,914,9,6097,5,5233,5780,6423,6492,6210,2262,334,91,15,0,Large Urban,30.63457330415755,Fourth,Least deprived,Urban
S01010408,17,550,5,2841,3,2813,3120,1543,6485,4388,3133,1407,53,25,0,Large Urban,30.90909090909091,Third,Fourth,Urban
S01010409,13,652,10,6788,5,6611,6283,5683,6890,4491,5268,6280,6,0,0,Large Urban,19.938650306748464,Least deprived,Fourth,Urban
S01010410,4,566,10,6789,5,6907,6457,6262,6729,4404,3206,3188,32,28,0,Large Urban,7.067137809187279,Least deprived,Fourth,Urban
S01010411,28,1137,10,6677,5,6430,6778,6359,6914,3962,2084,5310,7,0,0,Large Urban,24.626209322779243,Least deprived,Third,Urban
S01010412,25,900,8,5199,4,6070,6072,4733,6583,2656,564,1434,31,13,0,Large Urban,27.777777777777775,Least deprived,Second,Urban
S01010413,27,804,9,6208,5,6225,5391,5796,6901,3217,2469.5,5429.5,43,63,4,Large Urban,33.582089552238806,Least deprived,Third,Urban
S01010414,31,1104,9,5860,5,4554,4974,5360,6793,5491,4949,2519,62,27,0,Large Urban,28.079710144927535,Fourth,Fourth,Urban
S01010415,22,1030,2,1110,1,1108,754,709,3301,6447,974,1010,231,154,4,Large Urban,21.359223300970875,Most deprived,Least deprived,Urban
S01010416,14,744,10,6427,5,6046.5,6006,6517,6856,2744,3983.5,2704.5,21,0,6.25,Large Urban,18.817204301075268,Least deprived,Second,Urban
S01010417,22,605,10,6903,5,6403,6207,6723,6650,5104,5124,4901,13,0,0,Large Urban,36.36363636363636,Least deprived,Fourth,Urban
S01010418,30,1143,10,6402,5,5326,6168,6001.5,6391,5579,3370,3665,42,0,0,Large Urban,26.246719160104988,Fourth,Fourth,Urban
S01010419,23,982,10,6783,5,5988,6146,6251,6665,5053,6142,3509,57,40,0,Large Urban,23.421588594704684,Least deprived,Fourth,Urban
S01010420,19,707,9,6064,5,5341,5390,5504,6770,4207,3204,5442,39,23,0,Large Urban,26.874115983026876,Fourth,Fourth,Urban
S01010421,26,874,9,5703,5,5347,5522,5163.5,6812,3331,2048,5066,67,53,0,Large Urban,29.748283752860413,Fourth,Third,Urban
S01010422,22,1156,7,4290,4,3478,3105,3404,6284,6591,3274,2896,159,121,4.35,Large Urban,19.031141868512112,Third,Least deprived,Urban
S01010423,17,896,1,508,1,405,413,405,1584,5552,1289,348,180,353,31.43,Large Urban,18.973214285714285,Most deprived,Fourth,Urban
S01010424,26,998,2,875,1,634,383,846,2752,6710,2044,577,214,163,12.12,Large Urban,26.052104208416832,Most deprived,Least deprived,Urban
S01010425,30,1073,1,343,1,281.5,409,287,928,6944,554,331,264,237,12.5,Large Urban,27.958993476234856,Most deprived,Least deprived,Urban
S01010426,16,722,3,1406,2,1143,1744,1034,2142,6875,2321,504,164,161,0,Large Urban,22.1606648199446,Most deprived,Least deprived,Urban
S01010427,20,1161,2,914,1,646,1285,660,1959,6787,2208,216,188,202,4.26,Large Urban,17.226528854435834,Most deprived,Least deprived,Urban
S01010428,19,730,8,5417,4,4323,4477,4863,6151,5177,4165,5249,151,63,4.76,Large Urban,26.027397260273972,Fourth,Fourth,Urban
S01010429,27,989,9,6179,5,5387.5,5411,4835,6642,6904,3675,5694,20,28,1.61,Large Urban,27.30030333670374,Fourth,Least deprived,Urban
S01010430,15,937,2,890,1,669,1043,839,1263,6673,1722,387,223,262,9.52,Large Urban,16.008537886872997,Most deprived,Least deprived,Urban
S01010431,18,675,10,6758,5,6206,6261,5732,6924,6136,3500,5733,26,23,0,Large Urban,26.666666666666668,Least deprived,Least deprived,Urban
S01010432,19,902,2,1222,1,809,1212,1099,2633,6633,1101,528,145,215,8,Large Urban,21.064301552106432,Most deprived,Least deprived,Urban
S01010433,9,631,1,224,1,101,422,222,861,6942,508,68,195,479,13.79,Large Urban,14.263074484944534,Most deprived,Least deprived,Urban
S01010434,9,620,1,195,1,74,273,216,442,6903,2463,581,506,265,18.18,Large Urban,14.516129032258066,Most deprived,Least deprived,Urban
S01010435,26,645,3,1707,2,1314,912,2342,2283,6738,672,2766,110,73,11.11,Large Urban,40.310077519379846,Most deprived,Least deprived,Urban
S01010436,27,799,1,365,1,381,472,284,776,6724,468,292,198,264,12.9,Large Urban,33.79224030037547,Most deprived,Least deprived,Urban
S01010437,11,570,3,1751,2,1295.5,1623,1681,2985,5052,2567.5,306,158,340,11.11,Large Urban,19.29824561403509,Most deprived,Fourth,Urban
S01010438,11,873,2,968,1,703,1333,818,1715,5116,1858,365,158,95,12.12,Large Urban,12.600229095074456,Most deprived,Fourth,Urban
S01010439,16,980,2,1160,1,744,1741,1074,1846,4955,1623,657,143,46,15.15,Large Urban,16.3265306122449,Most deprived,Fourth,Urban
S01010440,21,626,1,453,1,289,463,305,2594,4984,787,893,218,139,29.17,Large Urban,33.546325878594246,Most deprived,Fourth,Urban
S01010441,16,965,6,3687,3,3366,3515,3629,3158,5712,2328,1071,75,115,9.09,Large Urban,16.580310880829014,Third,Least deprived,Urban
S01010442,15,768,2,1019,1,763,1738,1061,800,5733,2002,337,79,174,7.41,Large Urban,19.53125,Most deprived,Least deprived,Urban
S01010443,11,559,5,2928,3,2704.5,2415,3831,1590,5123,4635,548,88,80,11.11,Large Urban,19.67799642218247,Second,Fourth,Urban
S01010444,18,660,2,1383,1,1383,732,1538,1321,6609,2343,968,167,24,15,Large Urban,27.27272727272727,Most deprived,Least deprived,Urban
S01010445,16,939,2,1150,1,1060,879,1021,1252,5728,3684,1032,206,78,14.81,Large Urban,17.03940362087327,Most deprived,Least deprived,Urban
S01010446,26,825,5,3189,3,2663,2297,3352,3420,4805,4248,1927,58,201,0,Large Urban,31.515151515151516,Second,Fourth,Urban
